businessname,legalowner,namelast,namefirst,licenseno,issdttm,expdttm,licstatus,licensecat,descript,result,resultdttm,violdesc,violstatus,comments,address,city,state,zip
STOP & SHOP  NO. 053,,Stop & Shop Supermarket Co.,Attn: Licensing Dept.,21719,2011-12-05T12:40:11Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2021-03-08T15:32:43Z,Floors  Walls and Ceilings-Cleanability (C),Pass,Clean floors  and walls in the meat room from all visible soils,713 E Broadway,South Boston,MA,2127
SUBWAY,,Patel,Komal,141241,2015-03-25T10:43:44Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2021-03-05T14:23:46Z,(A)-(P) Person-In-Charge-Duties (Pf),Fail,Expired food safety certificate - PIC on site was unfamiliar with its importance  address,11 W Broadway,South Boston,MA,2127
SUBWAY,,Patel,Komal,141241,2015-03-25T10:43:44Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2021-03-05T14:23:46Z,Food Labels (C),Fail,Clearly label to properly identify all clear plastic spray bottles located throughout the facility,11 W Broadway,South Boston,MA,2127
SULLIVAN'S,Sullivan,Daniel F. Sullivan,C/o Brandan M. Sullivan,18833,2011-12-19T10:25:53Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2020-06-08T11:07:32Z,,Pass,,2080   WM J DAY  BL,SOUTH BOSTON,MA,2127
SUPREME HOUSE OF PIZZA,Rotary Variety Store Inc,Zerhouni,Sanae,160954,2016-01-27T14:20:41Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-11-04T11:04:57Z,(O) Person in Charge-Duties (Pf),Pass,PIC not overseeing the cleanliness of the facility properly  address,309  Old Colony AVE,South Boston,MA,2127
SUPREME HOUSE OF PIZZA,Rotary Variety Store Inc,Zerhouni,Sanae,160954,2016-01-27T14:20:41Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-11-04T11:04:57Z,Wiping Cloths  Use Limitation (C),Pass,Set up as discussed and dicontinue throwing rags on the floor,309  Old Colony AVE,South Boston,MA,2127
SUPREME HOUSE OF PIZZA,Rotary Variety Store Inc,Zerhouni,Sanae,160954,2016-01-27T14:20:41Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-11-04T11:04:57Z,Nonfood-Contact Surfaces (C),Pass,Clean inside and outside of all freezer / refrigeration units -  exterior of all bulk food containers - underneath all prep tables - exterior of all cooking equipmenmt  ware washing sinks counter tops from all visible food spills  stains and soils,309  Old Colony AVE,South Boston,MA,2127
SUPREME HOUSE OF PIZZA,Rotary Variety Store Inc,Zerhouni,Sanae,160954,2016-01-27T14:20:41Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-11-04T11:04:57Z,Ventilation Hood Systems  Filters (C),Pass,Clean vents in the hood from visible grease and grime,309  Old Colony AVE,South Boston,MA,2127
SUPREME HOUSE OF PIZZA,Rotary Variety Store Inc,Zerhouni,Sanae,160954,2016-01-27T14:20:41Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-11-04T11:04:57Z,Drain boards (C),Pass,Ensure there is a ample and clean area for utensils  pots and pans to properly air dry,309  Old Colony AVE,South Boston,MA,2127
SUPREME HOUSE OF PIZZA,Rotary Variety Store Inc,Zerhouni,Sanae,160954,2016-01-27T14:20:41Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-11-04T11:04:57Z,Cutting Surfaces (C),Pass,Clean cutting boards in the kitchen from visible soils and lacerations,309  Old Colony AVE,South Boston,MA,2127
SUPREME HOUSE OF PIZZA,Rotary Variety Store Inc,Zerhouni,Sanae,160954,2016-01-27T14:20:41Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-11-04T11:04:57Z,(B) Good Repair and Calibration (Pf),Pass,,309  Old Colony AVE,South Boston,MA,2127
SUPREME HOUSE OF PIZZA,Rotary Variety Store Inc,Zerhouni,Sanae,160954,2016-01-27T14:20:41Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-11-04T11:04:57Z,Equipment Food-Contact Surfaces and Utensils-Frequency (P),Pass,Clean to mremove all visible soils properly as discussed during inspection,309  Old Colony AVE,South Boston,MA,2127
SUPREME HOUSE OF PIZZA,Rotary Variety Store Inc,Zerhouni,Sanae,160954,2016-01-27T14:20:41Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-11-04T11:04:57Z,Storage of Soiled Linens (C),Pass,Discontinue keeping soiled linen bag on the floor   keep elevated as discussed to reduce rodent activity,309  Old Colony AVE,South Boston,MA,2127
SUPREME HOUSE OF PIZZA,Rotary Variety Store Inc,Zerhouni,Sanae,160954,2016-01-27T14:20:41Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-11-04T11:04:57Z,Service Sink (C),Pass,Enclose exposed area as discussed,309  Old Colony AVE,South Boston,MA,2127
SUPREME HOUSE OF PIZZA,Rotary Variety Store Inc,Zerhouni,Sanae,160954,2016-01-27T14:20:41Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-11-04T11:04:57Z,Using Drain Plugs (C),Pass,Ensure three drain plugs are available for the three bay sink,309  Old Colony AVE,South Boston,MA,2127
SUPREME HOUSE OF PIZZA,Rotary Variety Store Inc,Zerhouni,Sanae,160954,2016-01-27T14:20:41Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-11-04T11:04:57Z,Outside Receptacles (C),Fail,Overloaded trash receptacle  loose trash and debris in front of the entrance  Clean to remove all visible debris,309  Old Colony AVE,South Boston,MA,2127
SUPREME HOUSE OF PIZZA,Rotary Variety Store Inc,Zerhouni,Sanae,160954,2016-01-27T14:20:41Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-11-04T11:04:57Z,Floors  Walls and Ceilings-Cleanability (C),Pass,Clean the floors and walls throughout the facility from all visible food spillos  stains and soils,309  Old Colony AVE,South Boston,MA,2127
SUPREME HOUSE OF PIZZA,Rotary Variety Store Inc,Zerhouni,Sanae,160954,2016-01-27T14:20:41Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-11-04T11:04:57Z,Handwashing Signage  (C),Pass,Identify hand sinks as discussed,309  Old Colony AVE,South Boston,MA,2127
SUPREME HOUSE OF PIZZA,Rotary Variety Store Inc,Zerhouni,Sanae,160954,2016-01-27T14:20:41Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-11-04T11:04:57Z,Controlling Pests (Pf),Pass,Evidence of rodent droppings contact pest control company as discussed,309  Old Colony AVE,South Boston,MA,2127
SUPREME HOUSE OF PIZZA,Rotary Variety Store Inc,Zerhouni,Sanae,160954,2016-01-27T14:20:41Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-11-04T11:04:57Z,Repairing-Premises  Structures  Attachments  and Fixtures-Methods (C),Fail,Booths in the seating area are visibly compromised  clean to remove all soils  discard any absorbant materials such as soiled cushions  repair broken wooden areas where needed,309  Old Colony AVE,South Boston,MA,2127
SUPREME HOUSE OF PIZZA,Rotary Variety Store Inc,Zerhouni,Sanae,160954,2016-01-27T14:20:41Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-11-04T11:04:57Z,Cleaning of Plumbing Fixtures (C),Pass,Clean all visibly soiled pipes underneath the sinks from grease  grime and soils,309  Old Colony AVE,South Boston,MA,2127
TEMAZCAL CANTINA,,Rebel Restaurants Inc.,Jon Cronin,201182,2016-08-11T09:00:32Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-04-01T14:50:22Z,Handwashing Signage  (C),Fail,"Clearly label all hand sinks located throughout the food prep / warewashing and bar areas as discussed "" HAND WASHING ONLY""",250  Northern AVE,South Boston,MA,2210
TERIYAKI HOUSE,,Jennifer Y. Lai Pres.,,22879,2012-02-08T18:32:29Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2020-10-15T15:53:39Z,Ventilation Hood Systems  Filters (C),Pass,Clean and remove filters above the salamander,32 W Broadway,South Boston,MA,2127
TERIYAKI HOUSE,,Jennifer Y. Lai Pres.,,22879,2012-02-08T18:32:29Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2020-10-15T15:53:39Z,Ventilation Hood Systems  Drip Prevention (C),Pass,Ensure each end cap has a drip tray,32 W Broadway,South Boston,MA,2127
TERIYAKI HOUSE,,Jennifer Y. Lai Pres.,,22879,2012-02-08T18:32:29Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2020-10-15T15:53:39Z,Ventilation Hood Systems  Adequacy (C),Pass,Hood is not operating properly in the middle section of the cooking line  address,32 W Broadway,South Boston,MA,2127
TERIYAKI HOUSE,,Jennifer Y. Lai Pres.,,22879,2012-02-08T18:32:29Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2020-10-15T15:53:39Z,Floors  Walls and Ceilings-Cleanability (C),Pass,Clean floors walls and ceiling throughout thye kitchen area from visible food spillos  stains and soils,32 W Broadway,South Boston,MA,2127
TERIYAKI HOUSE,,Jennifer Y. Lai Pres.,,22879,2012-02-08T18:32:29Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2020-10-15T15:53:39Z,Maintaining Premises  Unnecessary Items and Litter (C),Pass,Remove all personal items from the front counter area wgere food is being assembled,32 W Broadway,South Boston,MA,2127
THE BROADWAY RESTAURANT,Boston Beer Garden Giuseppe,James Associate Inc.,,318049,2017-11-13T10:07:15Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-22T16:10:45Z,(A)-(P) Person-In-Charge-Duties (Pf),Pass,Manager to re-train staff to have proper supplies at all necessary handwash stations check daily.,732 E Broadway,South Boston,MA,2127
THE BROADWAY RESTAURANT,Boston Beer Garden Giuseppe,James Associate Inc.,,318049,2017-11-13T10:07:15Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-22T16:10:45Z,Food Storage Containers Identified with Common Name of Food (C),Pass,Provide labels on all bulk storage containers.,732 E Broadway,South Boston,MA,2127
THE BROADWAY RESTAURANT,Boston Beer Garden Giuseppe,James Associate Inc.,,318049,2017-11-13T10:07:15Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-22T16:10:45Z,(B) and (C) Equipment  Food-Contact Surfaces  Nonfood-Contact Surfaces  and Utensils (C),Pass,Clean the interior of the flash freezer to remove spills.,732 E Broadway,South Boston,MA,2127
THE BROADWAY RESTAURANT,Boston Beer Garden Giuseppe,James Associate Inc.,,318049,2017-11-13T10:07:15Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-22T16:10:45Z,(A) Equipment  Food-Contact Surfaces  Nonfood-Contact Surfaces  and Utensils (Pf),Pass,Interior white panel of the large ice machine observed with soils.Clean to remove soils.  Bars: 2 low temp dish machines not reading chlorine.Repair. Maintain chlorine 50PPM or per manufactures instructions. Alternate machine to be used at the bar until repairs ar complete.,732 E Broadway,South Boston,MA,2127
THE BROADWAY RESTAURANT,Boston Beer Garden Giuseppe,James Associate Inc.,,318049,2017-11-13T10:07:15Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-22T16:10:45Z,Using a Handwashing Sink-Operation and Maintenance (Pf),Pass,2 handwash sinks observed obstructed.Clear obstruction maintai accessible to ensure proper handwashing can be completed. PIC corrected,732 E Broadway,South Boston,MA,2127
THE BROADWAY RESTAURANT,Boston Beer Garden Giuseppe,James Associate Inc.,,318049,2017-11-13T10:07:15Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-22T16:10:45Z,System Maintained in Good Repair (C),Pass,Handwash sink across from the expiditing line observed loose.Repair,732 E Broadway,South Boston,MA,2127
THE BROADWAY RESTAURANT,Boston Beer Garden Giuseppe,James Associate Inc.,,318049,2017-11-13T10:07:15Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-22T16:10:45Z,System Maintained in Good Repair (P),Pass,Floor drain observed backing up into dish room.Repair Plumber is observed on site repair in progress. PIC instructed to forward licensed plumbers report. Clean & sanitizer location upon completion of the repair Assistant Commissioner Dan Prendergast notified,732 E Broadway,South Boston,MA,2127
THE BROADWAY RESTAURANT,Boston Beer Garden Giuseppe,James Associate Inc.,,318049,2017-11-13T10:07:15Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-22T16:10:45Z,Hand Drying Provision (Pf),Pass,multiple handwash stations missing paper towels.Provide PIC correcting,732 E Broadway,South Boston,MA,2127
THE GALLEY DINER,Paul Skudris,Skudris,Mary L.,20014,2012-01-05T11:29:21Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-04-08T12:00:23Z,Compliance with Food Law  (Pf),Pass,Discontinue purchasing foods from retail establishments and only purchase from reputable wholesale suppliers,11   P STREET ST,SOUTH BOSTON,MA,2127
THE GALLEY DINER,Paul Skudris,Skudris,Mary L.,20014,2012-01-05T11:29:21Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-04-08T12:00:23Z,Food Labels (C),Pass,Label to properly identify all bulk food storage bins as well as all clear plastic spray bottles scattered throughout the facility,11   P STREET ST,SOUTH BOSTON,MA,2127
THE GALLEY DINER,Paul Skudris,Skudris,Mary L.,20014,2012-01-05T11:29:21Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-04-08T12:00:23Z,Consumption of Animal Foods that are Raw  Undercooked  or Not Otherwise Processed to Eliminate Pathogens (Pf),Pass,Ensure all foods offered undercooked are identified with the proper disclosure/ reminder as discussed,11   P STREET ST,SOUTH BOSTON,MA,2127
THE GALLEY DINER,Paul Skudris,Skudris,Mary L.,20014,2012-01-05T11:29:21Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-04-08T12:00:23Z,Wall and Ceiling Coverings and Coatings (C),Pass,Clean floors  walls and ceing where needed from all visible food spills  stains and soils,11   P STREET ST,SOUTH BOSTON,MA,2127
THE GALLEY DINER,Paul Skudris,Skudris,Mary L.,20014,2012-01-05T11:29:21Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-04-08T12:00:23Z,Handwashing Signage  (C),Pass,Clearly identify all hand sinmks clearly as discussed,11   P STREET ST,SOUTH BOSTON,MA,2127
THE HUB,Chiminiello Robyn,Siu Zian (danny),Chan,156012,2015-10-22T14:14:10Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2021-04-13T15:44:41Z,(A)-(P) Person-In-Charge-Duties (Pf),Pass,PIC is not overseeing the proper cleanliness of the facility  - address as discussed,604 E Broadway,South Boston,MA,2127
THE HUB,Chiminiello Robyn,Siu Zian (danny),Chan,156012,2015-10-22T14:14:10Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2021-04-13T15:44:41Z,Packaged and Unpackaged Food-Separation  Packaging  and Segregation  (C),Pass,Keep all foods elevated off the floor a minimum of six inches during storage,604 E Broadway,South Boston,MA,2127
THE HUB,Chiminiello Robyn,Siu Zian (danny),Chan,156012,2015-10-22T14:14:10Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2021-04-13T15:44:41Z,Service Sink (C),Pass,Enclose remaining as discussed,604 E Broadway,South Boston,MA,2127
THE JUICE BOX,,Durso Owner,Anthony,166081,2016-02-19T08:27:51Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-04-15T12:31:14Z,Clean Condition-Outer Clothing (C),Pass,Ensure clean outer garments / aprons are worn by staff while preparing foods,359 W Broadway,South Boston,MA,2127
THE JUICE BOX,,Durso Owner,Anthony,166081,2016-02-19T08:27:51Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-04-15T12:31:14Z,Nonfood-Contact Surfaces (C),Pass,No barrier by the front counter where customers are to order their drinks  exposed food service location  Address as discussed,359 W Broadway,South Boston,MA,2127
THE JUICE BOX,,Durso Owner,Anthony,166081,2016-02-19T08:27:51Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-04-15T12:31:14Z,(A) and (C) Equipment  Utensils  Linens and Single-Service and Single-Use Articles-Storing (C),Pass,Relocate the plastic liods and cups located on top of the front counter area - too close to customers without any proper protection -address,359 W Broadway,South Boston,MA,2127
THE PARAMOUNT,,Paramount South Boston Inc.,,75944,2011-12-12T09:24:39Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-09-30T15:31:48Z,(A)  (B) and (C)(1)  (4)-(16) Demonstration (Pf),Pass,Food safety certificvatye has been expired since 2/1/20  Address as discussed,667 E Broadway,South Boston,MA,2127
THE PARAMOUNT,,Paramount South Boston Inc.,,75944,2011-12-12T09:24:39Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-09-30T15:31:48Z,Effectiveness-Hair Restraints (C),Pass,Ensure all prep cooks have proper hair restraints when working with food,667 E Broadway,South Boston,MA,2127
THE PARAMOUNT,,Paramount South Boston Inc.,,75944,2011-12-12T09:24:39Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-09-30T15:31:48Z,Packaged and Unpackaged Food-Separation  Packaging  and Segregation  (C),Pass,Produce being stored too close to the exposed mop sink   relocate as discussed,667 E Broadway,South Boston,MA,2127
THE PARAMOUNT,,Paramount South Boston Inc.,,75944,2011-12-12T09:24:39Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-09-30T15:31:48Z,Washing Fruits and Vegetables (C),Pass,Label to properly identify the prep sink and keep it clean and free from soils after use,667 E Broadway,South Boston,MA,2127
THE PARAMOUNT,,Paramount South Boston Inc.,,75944,2011-12-12T09:24:39Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-09-30T15:31:48Z,In-Use Utensils  Between-Use Storage (C),Pass,Ensure a scoop with a handle is used when dispensing ingredients from bulk food storage bins  currently using a paper cup,667 E Broadway,South Boston,MA,2127
THE PARAMOUNT,,Paramount South Boston Inc.,,75944,2011-12-12T09:24:39Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-09-30T15:31:48Z,(B) and (C) Equipment  Food-Contact Surfaces  Nonfood-Contact Surfaces  and Utensils (C),Pass,No barrier on the left side of the hand sink in the basement prep room located beside a shelving unit containing clean equipment   address,667 E Broadway,South Boston,MA,2127
THE PARAMOUNT,,Paramount South Boston Inc.,,75944,2011-12-12T09:24:39Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-09-30T15:31:48Z,Kitchenware and Tableware-Preventing Contamination (C),Pass,Relocate clean pots and pans being stored on top of the front counter area  too close to customers as well as being exposed to potential contamination  address,667 E Broadway,South Boston,MA,2127
THE PARAMOUNT,,Paramount South Boston Inc.,,75944,2011-12-12T09:24:39Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-09-30T15:31:48Z,Service Sink (C),Pass,Enclose service sink area as discussed,667 E Broadway,South Boston,MA,2127
THE PARAMOUNT,,Paramount South Boston Inc.,,75944,2011-12-12T09:24:39Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-09-30T15:31:48Z,Grease Trap(C),Pass,Clean to remove rusted areas and visible soils,667 E Broadway,South Boston,MA,2127
THE PARAMOUNT,,Paramount South Boston Inc.,,75944,2011-12-12T09:24:39Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-09-30T15:31:48Z,Hand Drying Provision (Pf),Pass,Ensure all hand sinks are properly stocked with ample paper towels so staff can properly dry their hands when needed,667 E Broadway,South Boston,MA,2127
THE PARAMOUNT,,Paramount South Boston Inc.,,75944,2011-12-12T09:24:39Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-09-30T15:31:48Z,Controlling Pests (C),Pass,Contact pest control company to assist with a fruit fly / drain fly issue in the basement area,667 E Broadway,South Boston,MA,2127
THE PLAYWRIGHT,Bolger Julilan,Bolger,Julian,21571,2011-12-13T13:10:39Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-22T15:07:09Z,Ventilation Hood Systems  Filters (C),Pass,Clean to remove all visible soils,658 E Broadway,South Boston,MA,2127
THE PLAYWRIGHT,Bolger Julilan,Bolger,Julian,21571,2011-12-13T13:10:39Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-22T15:07:09Z,Other Liquid Wastes and Rainwater (C),Pass,Cover grease containers outside when not in use - clean to remove all soils andf grease,658 E Broadway,South Boston,MA,2127
THE PLAYWRIGHT,Bolger Julilan,Bolger,Julian,21571,2011-12-13T13:10:39Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-22T15:07:09Z,Covering Receptacles (C),Pass,,658 E Broadway,South Boston,MA,2127
THE PLAYWRIGHT,Bolger Julilan,Bolger,Julian,21571,2011-12-13T13:10:39Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-22T15:07:09Z,Maintaining Refuse Areas and Enclosures (C),Pass,Clean entire area frtom loose debris . grease deposits that seem to be attracting rodentd activity [ outside anyway ],658 E Broadway,South Boston,MA,2127
THE PLAYWRIGHT,Bolger Julilan,Bolger,Julian,21571,2011-12-13T13:10:39Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-22T15:07:09Z,Walls and Ceilings  Attachments (C),Pass,Address the pipe issue above the hand sink in the ware washing area - peeling outer layer is falling into the sink and other areas of the kitchen,658 E Broadway,South Boston,MA,2127
THE PLAYWRIGHT,Bolger Julilan,Bolger,Julian,21571,2011-12-13T13:10:39Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-22T15:07:09Z,Controlling Pests (Pf),Pass,Grease containers outside are heavily soiled - rodent activity visible - conract pest control company as discussed,658 E Broadway,South Boston,MA,2127
THE PURPLE SHELL,,The Purple Shell,Att: Accounts Payable,398702,2020-02-24T15:44:18Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-12T14:16:03Z,(A)-(P) Person-In-Charge-Duties (Pf),Pass,Sushi [ PIC ] is not filling out the HACCP log book properly  address as discussed during inspection,11 W Broadway,South Boston,MA,2127
THE PURPLE SHELL,,The Purple Shell,Att: Accounts Payable,398702,2020-02-24T15:44:18Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-12T14:16:03Z,Ice (P),Pass,Clean interior lid of ice machine as well as the perimeter of the exterior sections wherte there is a visible accumulation of dust and soils,11 W Broadway,South Boston,MA,2127
THE PURPLE SHELL,,The Purple Shell,Att: Accounts Payable,398702,2020-02-24T15:44:18Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-12T14:16:03Z,Packaged and Unpackaged Food-Separation  Packaging  and Segregation  (C),Pass,WALK-IN: Ensure all raw chicken is stored underneath raw beef and pork to reduce potential contamination - keep all foods elevated off the floors during storage,11 W Broadway,South Boston,MA,2127
THE PURPLE SHELL,,The Purple Shell,Att: Accounts Payable,398702,2020-02-24T15:44:18Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-12T14:16:03Z,Wiping Cloths  Use Limitation (C),Pass,Set up as discussed,11 W Broadway,South Boston,MA,2127
THE PURPLE SHELL,,The Purple Shell,Att: Accounts Payable,398702,2020-02-24T15:44:18Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-12T14:16:03Z,Food Labels (C),Pass,Clearly label to identify all clear plastic spray bottles scattered throughout the facility as well as all bulk food containers,11 W Broadway,South Boston,MA,2127
THE PURPLE SHELL,,The Purple Shell,Att: Accounts Payable,398702,2020-02-24T15:44:18Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-12T14:16:03Z,Sponges Use Limitation (C),Pass,Discontinue use of absorbant sponges used for food contact surfaces,11 W Broadway,South Boston,MA,2127
THE PURPLE SHELL,,The Purple Shell,Att: Accounts Payable,398702,2020-02-24T15:44:18Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-12T14:16:03Z,Nonfood-Contact Surfaces (C),Pass,Remove all soiled and saturated cardboard being used to line shelving units an other pieces of equipment                                                        Remove all aluminum foil wrapped around plumbing pipes and other areas of  equipment such as lower shelves on prep tables and so forth,11 W Broadway,South Boston,MA,2127
THE PURPLE SHELL,,The Purple Shell,Att: Accounts Payable,398702,2020-02-24T15:44:18Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-12T14:16:03Z,CIP Equipment (C),Pass,Clean inside and outside of all refrigeration and freezer units from food spills  stains and soils                                                                              Clean all in place cooking equipment   shelving racks froma collection of visible food spills,11 W Broadway,South Boston,MA,2127
THE PURPLE SHELL,,The Purple Shell,Att: Accounts Payable,398702,2020-02-24T15:44:18Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-12T14:16:03Z,Nonfood-Contact Surfaces (C),Pass,No splash guards on hand sink located beside the sanitize basin of the three bay sink and a shelving unit containing clean utensils  address,11 W Broadway,South Boston,MA,2127
THE PURPLE SHELL,,The Purple Shell,Att: Accounts Payable,398702,2020-02-24T15:44:18Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-12T14:16:03Z,Temperature Measuring Devices-Functionality  (C),Pass,Ensure all cold holding equipment has properly operating temperature measuring devices that are clearly and visually able to be read to determine interior temperatures,11 W Broadway,South Boston,MA,2127
THE PURPLE SHELL,,The Purple Shell,Att: Accounts Payable,398702,2020-02-24T15:44:18Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-12T14:16:03Z,Cutting Surfaces (C),Pass,Cover meat slicer on top of the counter when not in use to reduce potential contamination from food spills,11 W Broadway,South Boston,MA,2127
THE PURPLE SHELL,,The Purple Shell,Att: Accounts Payable,398702,2020-02-24T15:44:18Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-12T14:16:03Z,Storage of Soiled Linens (C),Pass,Relocate soiled lines that are overflowing in the current containers being used and store away from food service locations,11 W Broadway,South Boston,MA,2127
THE PURPLE SHELL,,The Purple Shell,Att: Accounts Payable,398702,2020-02-24T15:44:18Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-12T14:16:03Z,Using a Handwashing Sink-Operation and Maintenance (Pf),Pass,Several hand sinks blocked with utensils and plastic TO GO containers - keep clear and clean so staff can wash hands properly without restrictions,11 W Broadway,South Boston,MA,2127
